held_out_dataset	method	k	seed	endpoint_family	drug	n_holdout	n_query	auroc	auprc
GSE72970	feature_calibration	5	2	radiographic	FOLFIRI (Fluorouracil+Irinotecan+Leucovorin)	124	119	0.498	0.5186
GSE72970	feature_calibration	5	3	radiographic	FOLFIRI (Fluorouracil+Irinotecan+Leucovorin)	124	119	0.4511	0.4855
GSE72970	feature_calibration	5	4	radiographic	FOLFIRI (Fluorouracil+Irinotecan+Leucovorin)	124	119	0.4647	0.4976
GSE72970	feature_calibration	10	0	radiographic	FOLFIRI (Fluorouracil+Irinotecan+Leucovorin)	124	114	0.4643	0.5195
GSE72970	feature_calibration	10	1	radiographic	FOLFIRI (Fluorouracil+Irinotecan+Leucovorin)	124	114	0.4397	0.4912
GSE72970	feature_calibration	10	2	radiographic	FOLFIRI (Fluorouracil+Irinotecan+Leucovorin)	124	114	0.4704	0.5115
GSE72970	feature_calibration	10	3	radiographic	FOLFIRI (Fluorouracil+Irinotecan+Leucovorin)	124	114	0.4304	0.4907
GSE72970	feature_calibration	10	4	radiographic	FOLFIRI (Fluorouracil+Irinotecan+Leucovorin)	124	114	0.4276	0.4893
GSE72970	feature_calibration	20	0	radiographic	FOLFIRI (Fluorouracil+Irinotecan+Leucovorin)	124	104	0.4425	0.4947
GSE72970	feature_calibration	20	1	radiographic	FOLFIRI (Fluorouracil+Irinotecan+Leucovorin)	124	104	0.4243	0.4772
GSE72970	feature_calibration	20	2	radiographic	FOLFIRI (Fluorouracil+Irinotecan+Leucovorin)	124	104	0.4132	0.4551
GSE72970	feature_calibration	20	3	radiographic	FOLFIRI (Fluorouracil+Irinotecan+Leucovorin)	124	104	0.4573	0.5041
GSE72970	feature_calibration	20	4	radiographic	FOLFIRI (Fluorouracil+Irinotecan+Leucovorin)	124	104	0.4321	0.4869
GSE72970	nn_finetune	0	0	radiographic	FOLFIRI (Fluorouracil+Irinotecan+Leucovorin)	124	124	0.5022	0.5378
GSE72970	nn_finetune	5	0	radiographic	FOLFIRI (Fluorouracil+Irinotecan+Leucovorin)	124	119	0.4997	0.5286
GSE72970	nn_finetune	5	1	radiographic	FOLFIRI (Fluorouracil+Irinotecan+Leucovorin)	124	119	0.5141	0.5615
GSE72970	nn_finetune	5	2	radiographic	FOLFIRI (Fluorouracil+Irinotecan+Leucovorin)	124	119	0.5107	0.5597
GSE72970	nn_finetune	5	3	radiographic	FOLFIRI (Fluorouracil+Irinotecan+Leucovorin)	124	119	0.4949	0.52
GSE72970	nn_finetune	5	4	radiographic	FOLFIRI (Fluorouracil+Irinotecan+Leucovorin)	124	119	0.5153	0.5466
GSE72970	nn_finetune	10	0	radiographic	FOLFIRI (Fluorouracil+Irinotecan+Leucovorin)	124	114	0.4852	0.4953
GSE72970	nn_finetune	10	1	radiographic	FOLFIRI (Fluorouracil+Irinotecan+Leucovorin)	124	114	0.4769	0.5309
GSE72970	nn_finetune	10	2	radiographic	FOLFIRI (Fluorouracil+Irinotecan+Leucovorin)	124	114	0.4917	0.5517
GSE72970	nn_finetune	10	3	radiographic	FOLFIRI (Fluorouracil+Irinotecan+Leucovorin)	124	114	0.4926	0.5422
GSE72970	nn_finetune	10	4	radiographic	FOLFIRI (Fluorouracil+Irinotecan+Leucovorin)	124	114	0.4883	0.533
GSE72970	nn_finetune	20	0	radiographic	FOLFIRI (Fluorouracil+Irinotecan+Leucovorin)	124	104	0.4754	0.5294
GSE72970	nn_finetune	20	1	radiographic	FOLFIRI (Fluorouracil+Irinotecan+Leucovorin)	124	104	0.4735	0.5022
GSE72970	nn_finetune	20	2	radiographic	FOLFIRI (Fluorouracil+Irinotecan+Leucovorin)	124	104	0.5161	0.5472
GSE72970	nn_finetune	20	3	radiographic	FOLFIRI (Fluorouracil+Irinotecan+Leucovorin)	124	104	0.4972	0.5462
GSE72970	nn_finetune	20	4	radiographic	FOLFIRI (Fluorouracil+Irinotecan+Leucovorin)	124	104	0.4943	0.5216
GSE73578	l1_logistic	0	0	pharmacodynamic	Prednisone	63	63	0.1924	0.4842
GSE73578	l1_logistic	5	0	pharmacodynamic	Prednisone	63	58	0.1969	0.4903
GSE73578	l1_logistic	5	1	pharmacodynamic	Prednisone	63	58	0.1982	0.4925
GSE73578	l1_logistic	5	2	pharmacodynamic	Prednisone	63	58	0.2008	0.4908
GSE73578	l1_logistic	5	3	pharmacodynamic	Prednisone	63	58	0.2098	0.4993
GSE73578	l1_logistic	5	4	pharmacodynamic	Prednisone	63	58	0.1815	0.4837
GSE73578	l1_logistic	10	0	pharmacodynamic	Prednisone	63	53	0.2043	0.4941
GSE73578	l1_logistic	10	1	pharmacodynamic	Prednisone	63	53	0.243	0.5219
GSE73578	l1_logistic	10	2	pharmacodynamic	Prednisone	63	53	0.1997	0.4947
GSE73578	l1_logistic	10	3	pharmacodynamic	Prednisone	63	53	0.1981	0.5009
GSE73578	l1_logistic	10	4	pharmacodynamic	Prednisone	63	53	0.2214	0.5162
GSE73578	l1_logistic	20	0	pharmacodynamic	Prednisone	63	43	0.2222	0.4931
GSE73578	l1_logistic	20	1	pharmacodynamic	Prednisone	63	43	0.1713	0.4764
GSE73578	l1_logistic	20	2	pharmacodynamic	Prednisone	63	43	0.2269	0.4926
GSE73578	l1_logistic	20	3	pharmacodynamic	Prednisone	63	43	0.2292	0.4971
GSE73578	l1_logistic	20	4	pharmacodynamic	Prednisone	63	43	0.2199	0.4932
GSE73578	feature_calibration	0	0	pharmacodynamic	Prednisone	63	63	0.1924	0.4842
GSE73578	feature_calibration	5	0	pharmacodynamic	Prednisone	63	58	0.1583	0.4749
GSE73578	feature_calibration	5	1	pharmacodynamic	Prednisone	63	58	0.1416	0.472
GSE73578	feature_calibration	5	2	pharmacodynamic	Prednisone	63	58	0.1905	0.4957
GSE73578	feature_calibration	5	3	pharmacodynamic	Prednisone	63	58	0.1673	0.4805
GSE73578	feature_calibration	5	4	pharmacodynamic	Prednisone	63	58	0.1338	0.4644
GSE73578	feature_calibration	10	0	pharmacodynamic	Prednisone	63	53	0.1563	0.4765
GSE73578	feature_calibration	10	1	pharmacodynamic	Prednisone	63	53	0.1997	0.5104
GSE73578	feature_calibration	10	2	pharmacodynamic	Prednisone	63	53	0.1269	0.4658
GSE73578	feature_calibration	10	3	pharmacodynamic	Prednisone	63	53	0.1378	0.474
GSE73578	feature_calibration	10	4	pharmacodynamic	Prednisone	63	53	0.2183	0.5476
GSE73578	feature_calibration	20	0	pharmacodynamic	Prednisone	63	43	0.2014	0.4854
GSE73578	feature_calibration	20	1	pharmacodynamic	Prednisone	63	43	0.1644	0.4714
GSE73578	feature_calibration	20	2	pharmacodynamic	Prednisone	63	43	0.2199	0.4968
GSE73578	feature_calibration	20	3	pharmacodynamic	Prednisone	63	43	0.1875	0.4863
GSE73578	feature_calibration	20	4	pharmacodynamic	Prednisone	63	43	0.1296	0.4564
GSE73578	nn_finetune	0	0	pharmacodynamic	Prednisone	63	63	0.4739	0.6244
GSE73578	nn_finetune	5	0	pharmacodynamic	Prednisone	63	58	0.5071	0.6614
GSE73578	nn_finetune	5	1	pharmacodynamic	Prednisone	63	58	0.4916	0.6332
GSE73578	nn_finetune	5	2	pharmacodynamic	Prednisone	63	58	0.4582	0.6173
GSE73578	nn_finetune	5	3	pharmacodynamic	Prednisone	63	58	0.529	0.6595
GSE73578	nn_finetune	5	4	pharmacodynamic	Prednisone	63	58	0.4582	0.6306
GSE73578	nn_finetune	10	0	pharmacodynamic	Prednisone	63	53	0.4907	0.6519
GSE73578	nn_finetune	10	1	pharmacodynamic	Prednisone	63	53	0.4907	0.635
GSE73578	nn_finetune	10	2	pharmacodynamic	Prednisone	63	53	0.469	0.6384
GSE73578	nn_finetune	10	3	pharmacodynamic	Prednisone	63	53	0.5139	0.6516
GSE73578	nn_finetune	10	4	pharmacodynamic	Prednisone	63	53	0.5372	0.7176
GSE73578	nn_finetune	20	0	pharmacodynamic	Prednisone	63	43	0.4769	0.6368
GSE73578	nn_finetune	20	1	pharmacodynamic	Prednisone	63	43	0.4074	0.597
GSE73578	nn_finetune	20	2	pharmacodynamic	Prednisone	63	43	0.4144	0.5914
GSE73578	nn_finetune	20	3	pharmacodynamic	Prednisone	63	43	0.463	0.6263
GSE73578	nn_finetune	20	4	pharmacodynamic	Prednisone	63	43	0.4884	0.6389
GSE82172	l1_logistic	0	0	radiographic	Tamoxifen	152	152	0.4784	0.1945
GSE82172	l1_logistic	5	0	radiographic	Tamoxifen	152	147	0.485	0.1975
GSE82172	l1_logistic	5	1	radiographic	Tamoxifen	152	147	0.4941	0.1991
GSE82172	l1_logistic	5	2	radiographic	Tamoxifen	152	147	0.4831	0.1975
GSE82172	l1_logistic	5	3	radiographic	Tamoxifen	152	147	0.4744	0.196
GSE82172	l1_logistic	5	4	radiographic	Tamoxifen	152	147	0.4677	0.1897
GSE82172	l1_logistic	10	0	radiographic	Tamoxifen	152	142	0.4656	0.1974
GSE82172	l1_logistic	10	1	radiographic	Tamoxifen	152	142	0.4939	0.204
GSE82172	l1_logistic	10	2	radiographic	Tamoxifen	152	142	0.466	0.1967
GSE82172	l1_logistic	10	3	radiographic	Tamoxifen	152	142	0.4873	0.2097
GSE82172	l1_logistic	10	4	radiographic	Tamoxifen	152	142	0.4779	0.2015
GSE82172	l1_logistic	20	0	radiographic	Tamoxifen	152	132	0.443	0.135
GSE82172	l1_logistic	20	1	radiographic	Tamoxifen	152	132	0.3855	0.1769
GSE82172	l1_logistic	20	2	radiographic	Tamoxifen	152	132	0.4854	0.2079
GSE82172	l1_logistic	20	3	radiographic	Tamoxifen	152	132	0.4942	0.2123
GSE82172	l1_logistic	20	4	radiographic	Tamoxifen	152	132	0.4898	0.2145
GSE82172	feature_calibration	0	0	radiographic	Tamoxifen	152	152	0.4784	0.1945
GSE82172	feature_calibration	5	0	radiographic	Tamoxifen	152	147	0.5567	0.2313
GSE82172	feature_calibration	5	1	radiographic	Tamoxifen	152	147	0.4823	0.1295
GSE82172	feature_calibration	5	2	radiographic	Tamoxifen	152	147	0.5173	0.1711
GSE82172	feature_calibration	5	3	radiographic	Tamoxifen	152	147	0.4988	0.1621
GSE82172	feature_calibration	5	4	radiographic	Tamoxifen	152	147	0.4598	0.1341
GSE82172	feature_calibration	10	0	radiographic	Tamoxifen	152	142	0.5111	0.1706
GSE82172	feature_calibration	10	1	radiographic	Tamoxifen	152	142	0.5193	0.1716
GSE82172	feature_calibration	10	2	radiographic	Tamoxifen	152	142	0.534	0.215
GSE82172	feature_calibration	10	3	radiographic	Tamoxifen	152	142	0.5184	0.2088
GSE82172	feature_calibration	10	4	radiographic	Tamoxifen	152	142	0.4734	0.1405
GSE82172	feature_calibration	20	0	radiographic	Tamoxifen	152	132	0.4527	0.127
GSE82172	feature_calibration	20	1	radiographic	Tamoxifen	152	132	0.4167	0.1395
GSE82172	feature_calibration	20	2	radiographic	Tamoxifen	152	132	0.4898	0.166
GSE82172	feature_calibration	20	3	radiographic	Tamoxifen	152	132	0.4976	0.1923
GSE82172	feature_calibration	20	4	radiographic	Tamoxifen	152	132	0.4971	0.1634
GSE82172	nn_finetune	0	0	radiographic	Tamoxifen	152	152	0.6594	0.3463
GSE82172	nn_finetune	5	0	radiographic	Tamoxifen	152	147	0.6925	0.3766
GSE82172	nn_finetune	5	1	radiographic	Tamoxifen	152	147	0.6563	0.3493
GSE82172	nn_finetune	5	2	radiographic	Tamoxifen	152	147	0.6909	0.3592
GSE82172	nn_finetune	5	3	radiographic	Tamoxifen	152	147	0.6724	0.3679
GSE82172	nn_finetune	5	4	radiographic	Tamoxifen	152	147	0.6535	0.3457
GSE82172	nn_finetune	10	0	radiographic	Tamoxifen	152	142	0.6852	0.3492
GSE82172	nn_finetune	10	1	radiographic	Tamoxifen	152	142	0.6631	0.4026
GSE82172	nn_finetune	10	2	radiographic	Tamoxifen	152	142	0.6516	0.3457
GSE82172	nn_finetune	10	3	radiographic	Tamoxifen	152	142	0.6533	0.3755
GSE82172	nn_finetune	10	4	radiographic	Tamoxifen	152	142	0.6668	0.3656
GSE82172	nn_finetune	20	0	radiographic	Tamoxifen	152	132	0.6218	0.2661
GSE82172	nn_finetune	20	1	radiographic	Tamoxifen	152	132	0.6252	0.3297
GSE82172	nn_finetune	20	2	radiographic	Tamoxifen	152	132	0.6204	0.3642
GSE82172	nn_finetune	20	3	radiographic	Tamoxifen	152	132	0.6618	0.3747
GSE82172	nn_finetune	20	4	radiographic	Tamoxifen	152	132	0.653	0.3742
