held_out_dataset	method	k	seed	endpoint_family	drug	n_holdout	n_query	auroc	auprc
GSE19293	l1_logistic	10	0	radiographic	Melphalan	52	42	0.5584	0.4836
GSE19293	l1_logistic	10	1	radiographic	Melphalan	52	42	0.5561	0.4681
GSE19293	l1_logistic	10	2	radiographic	Melphalan	52	42	0.5652	0.4705
GSE19293	l1_logistic	10	3	radiographic	Melphalan	52	42	0.5904	0.4904
GSE19293	l1_logistic	10	4	radiographic	Melphalan	52	42	0.54	0.4616
GSE19293	l1_logistic	20	0	radiographic	Melphalan	52	32	0.5137	0.4596
GSE19293	l1_logistic	20	1	radiographic	Melphalan	52	32	0.5725	0.4924
GSE19293	l1_logistic	20	2	radiographic	Melphalan	52	32	0.6	0.5084
GSE19293	l1_logistic	20	3	radiographic	Melphalan	52	32	0.6039	0.5136
GSE19293	l1_logistic	20	4	radiographic	Melphalan	52	32	0.5059	0.448
GSE19293	feature_calibration	0	0	radiographic	Melphalan	52	52	0.5521	0.4683
GSE19293	feature_calibration	5	0	radiographic	Melphalan	52	47	0.5873	0.5304
GSE19293	feature_calibration	5	1	radiographic	Melphalan	52	47	0.5982	0.5176
GSE19293	feature_calibration	5	2	radiographic	Melphalan	52	47	0.5291	0.4581
GSE19293	feature_calibration	5	3	radiographic	Melphalan	52	47	0.5764	0.5411
GSE19293	feature_calibration	5	4	radiographic	Melphalan	52	47	0.58	0.5114
GSE19293	feature_calibration	10	0	radiographic	Melphalan	52	42	0.6384	0.5241
GSE19293	feature_calibration	10	1	radiographic	Melphalan	52	42	0.5721	0.4933
GSE19293	feature_calibration	10	2	radiographic	Melphalan	52	42	0.6041	0.5193
GSE19293	feature_calibration	10	3	radiographic	Melphalan	52	42	0.5904	0.4869
GSE19293	feature_calibration	10	4	radiographic	Melphalan	52	42	0.4989	0.4381
GSE19293	feature_calibration	20	0	radiographic	Melphalan	52	32	0.4471	0.4264
GSE19293	feature_calibration	20	1	radiographic	Melphalan	52	32	0.5922	0.5219
GSE19293	feature_calibration	20	2	radiographic	Melphalan	52	32	0.5647	0.492
GSE19293	feature_calibration	20	3	radiographic	Melphalan	52	32	0.5765	0.4955
GSE19293	feature_calibration	20	4	radiographic	Melphalan	52	32	0.4824	0.4394
GSE19293	nn_finetune	0	0	radiographic	Melphalan	52	52	0.4554	0.4394
GSE19293	nn_finetune	5	0	radiographic	Melphalan	52	47	0.4382	0.4335
GSE19293	nn_finetune	5	1	radiographic	Melphalan	52	47	0.4436	0.4343
GSE19293	nn_finetune	5	2	radiographic	Melphalan	52	47	0.4636	0.4449
GSE19293	nn_finetune	5	3	radiographic	Melphalan	52	47	0.4964	0.4971
GSE19293	nn_finetune	5	4	radiographic	Melphalan	52	47	0.4873	0.4803
GSE19293	nn_finetune	10	0	radiographic	Melphalan	52	42	0.4256	0.414
GSE19293	nn_finetune	10	1	radiographic	Melphalan	52	42	0.4737	0.4252
GSE19293	nn_finetune	10	2	radiographic	Melphalan	52	42	0.46	0.4609
GSE19293	nn_finetune	10	3	radiographic	Melphalan	52	42	0.5195	0.464
GSE19293	nn_finetune	10	4	radiographic	Melphalan	52	42	0.4348	0.4205
GSE19293	nn_finetune	20	0	radiographic	Melphalan	52	32	0.349	0.3877
GSE19293	nn_finetune	20	1	radiographic	Melphalan	52	32	0.5255	0.5357
GSE19293	nn_finetune	20	2	radiographic	Melphalan	52	32	0.4157	0.4167
GSE19293	nn_finetune	20	3	radiographic	Melphalan	52	32	0.5412	0.486
GSE19293	nn_finetune	20	4	radiographic	Melphalan	52	32	0.4863	0.4622
GSE20181	l1_logistic	0	0	pharmacodynamic	Letrozole	154	154	0.4246	0.6827
GSE20181	l1_logistic	5	0	pharmacodynamic	Letrozole	154	149	0.4199	0.6785
GSE20181	l1_logistic	5	1	pharmacodynamic	Letrozole	154	149	0.4329	0.6828
GSE20181	l1_logistic	5	2	pharmacodynamic	Letrozole	154	149	0.4458	0.696
GSE20181	l1_logistic	5	3	pharmacodynamic	Letrozole	154	149	0.457	0.703
GSE20181	l1_logistic	5	4	pharmacodynamic	Letrozole	154	149	0.4212	0.6729
GSE20181	l1_logistic	10	0	pharmacodynamic	Letrozole	154	144	0.4433	0.7012
GSE20181	l1_logistic	10	1	pharmacodynamic	Letrozole	154	144	0.4011	0.6759
GSE20181	l1_logistic	10	2	pharmacodynamic	Letrozole	154	144	0.4414	0.6922
GSE20181	l1_logistic	10	3	pharmacodynamic	Letrozole	154	144	0.4258	0.6854
GSE20181	l1_logistic	10	4	pharmacodynamic	Letrozole	154	144	0.4075	0.6785
GSE20181	l1_logistic	20	0	pharmacodynamic	Letrozole	154	134	0.4454	0.7179
GSE20181	l1_logistic	20	1	pharmacodynamic	Letrozole	154	134	0.3967	0.6639
GSE20181	l1_logistic	20	2	pharmacodynamic	Letrozole	154	134	0.4265	0.7256
GSE20181	l1_logistic	20	3	pharmacodynamic	Letrozole	154	134	0.438	0.6813
GSE20181	l1_logistic	20	4	pharmacodynamic	Letrozole	154	134	0.4468	0.7088
GSE20181	feature_calibration	0	0	pharmacodynamic	Letrozole	154	154	0.4246	0.6827
GSE20181	feature_calibration	5	0	pharmacodynamic	Letrozole	154	149	0.4241	0.6664
GSE20181	feature_calibration	5	1	pharmacodynamic	Letrozole	154	149	0.3943	0.6488
GSE20181	feature_calibration	5	2	pharmacodynamic	Letrozole	154	149	0.4373	0.6774
GSE20181	feature_calibration	5	3	pharmacodynamic	Letrozole	154	149	0.4436	0.7047
GSE20181	feature_calibration	5	4	pharmacodynamic	Letrozole	154	149	0.4164	0.6621
GSE20181	feature_calibration	10	0	pharmacodynamic	Letrozole	154	144	0.3976	0.6513
GSE20181	feature_calibration	10	1	pharmacodynamic	Letrozole	154	144	0.4094	0.6481
GSE20181	feature_calibration	10	2	pharmacodynamic	Letrozole	154	144	0.4255	0.6588
GSE20181	feature_calibration	10	3	pharmacodynamic	Letrozole	154	144	0.4127	0.6643
GSE20181	feature_calibration	10	4	pharmacodynamic	Letrozole	154	144	0.4082	0.6517
GSE20181	feature_calibration	20	0	pharmacodynamic	Letrozole	154	134	0.3991	0.6522
GSE20181	feature_calibration	20	1	pharmacodynamic	Letrozole	154	134	0.3857	0.6436
GSE20181	feature_calibration	20	2	pharmacodynamic	Letrozole	154	134	0.3917	0.6461
GSE20181	feature_calibration	20	3	pharmacodynamic	Letrozole	154	134	0.3975	0.6525
GSE20181	feature_calibration	20	4	pharmacodynamic	Letrozole	154	134	0.3909	0.64
GSE20181	nn_finetune	0	0	pharmacodynamic	Letrozole	154	154	0.4833	0.7049
GSE20181	nn_finetune	5	0	pharmacodynamic	Letrozole	154	149	0.4868	0.7084
GSE20181	nn_finetune	5	1	pharmacodynamic	Letrozole	154	149	0.4886	0.7064
GSE20181	nn_finetune	5	2	pharmacodynamic	Letrozole	154	149	0.4914	0.7062
GSE20181	nn_finetune	5	3	pharmacodynamic	Letrozole	154	149	0.4978	0.7116
GSE20181	nn_finetune	5	4	pharmacodynamic	Letrozole	154	149	0.507	0.7139
GSE20181	nn_finetune	10	0	pharmacodynamic	Letrozole	154	144	0.47	0.699
GSE20181	nn_finetune	10	1	pharmacodynamic	Letrozole	154	144	0.4592	0.6882
GSE20181	nn_finetune	10	2	pharmacodynamic	Letrozole	154	144	0.4947	0.708
GSE20181	nn_finetune	10	3	pharmacodynamic	Letrozole	154	144	0.5079	0.7184
GSE20181	nn_finetune	10	4	pharmacodynamic	Letrozole	154	144	0.4655	0.6989
GSE20181	nn_finetune	20	0	pharmacodynamic	Letrozole	154	134	0.5014	0.7198
GSE20181	nn_finetune	20	1	pharmacodynamic	Letrozole	154	134	0.4553	0.6858
GSE20181	nn_finetune	20	2	pharmacodynamic	Letrozole	154	134	0.523	0.7249
GSE20181	nn_finetune	20	3	pharmacodynamic	Letrozole	154	134	0.5055	0.7265
GSE20181	nn_finetune	20	4	pharmacodynamic	Letrozole	154	134	0.4942	0.7191
GSE20194	l1_logistic	0	0	pathologic_response	TFAC (Cyclophosphamide+Doxorubicin+Fluorouracil+Paclitaxel)	278	278	0.7267	0.3655
GSE20194	l1_logistic	5	0	pathologic_response	TFAC (Cyclophosphamide+Doxorubicin+Fluorouracil+Paclitaxel)	278	273	0.7253	0.3653
GSE20194	l1_logistic	5	1	pathologic_response	TFAC (Cyclophosphamide+Doxorubicin+Fluorouracil+Paclitaxel)	278	273	0.7173	0.3449
GSE20194	l1_logistic	5	2	pathologic_response	TFAC (Cyclophosphamide+Doxorubicin+Fluorouracil+Paclitaxel)	278	273	0.7339	0.3867
GSE20194	l1_logistic	5	3	pathologic_response	TFAC (Cyclophosphamide+Doxorubicin+Fluorouracil+Paclitaxel)	278	273	0.7291	0.3678
GSE20194	l1_logistic	5	4	pathologic_response	TFAC (Cyclophosphamide+Doxorubicin+Fluorouracil+Paclitaxel)	278	273	0.7206	0.3708
GSE20194	l1_logistic	10	0	pathologic_response	TFAC (Cyclophosphamide+Doxorubicin+Fluorouracil+Paclitaxel)	278	268	0.7281	0.3664
GSE20194	l1_logistic	10	1	pathologic_response	TFAC (Cyclophosphamide+Doxorubicin+Fluorouracil+Paclitaxel)	278	268	0.7226	0.363
GSE20194	l1_logistic	10	2	pathologic_response	TFAC (Cyclophosphamide+Doxorubicin+Fluorouracil+Paclitaxel)	278	268	0.7374	0.3755
GSE20194	l1_logistic	10	3	pathologic_response	TFAC (Cyclophosphamide+Doxorubicin+Fluorouracil+Paclitaxel)	278	268	0.7195	0.3692
GSE20194	l1_logistic	10	4	pathologic_response	TFAC (Cyclophosphamide+Doxorubicin+Fluorouracil+Paclitaxel)	278	268	0.7375	0.3708
GSE20194	l1_logistic	20	0	pathologic_response	TFAC (Cyclophosphamide+Doxorubicin+Fluorouracil+Paclitaxel)	278	258	0.7226	0.3717
GSE20194	l1_logistic	20	1	pathologic_response	TFAC (Cyclophosphamide+Doxorubicin+Fluorouracil+Paclitaxel)	278	258	0.7238	0.3648
GSE20194	l1_logistic	20	2	pathologic_response	TFAC (Cyclophosphamide+Doxorubicin+Fluorouracil+Paclitaxel)	278	258	0.7032	0.3206
GSE20194	l1_logistic	20	3	pathologic_response	TFAC (Cyclophosphamide+Doxorubicin+Fluorouracil+Paclitaxel)	278	258	0.741	0.3888
GSE20194	l1_logistic	20	4	pathologic_response	TFAC (Cyclophosphamide+Doxorubicin+Fluorouracil+Paclitaxel)	278	258	0.7395	0.3885
GSE20194	feature_calibration	0	0	pathologic_response	TFAC (Cyclophosphamide+Doxorubicin+Fluorouracil+Paclitaxel)	278	278	0.7267	0.3655
GSE20194	feature_calibration	5	0	pathologic_response	TFAC (Cyclophosphamide+Doxorubicin+Fluorouracil+Paclitaxel)	278	273	0.647	0.3
GSE20194	feature_calibration	5	1	pathologic_response	TFAC (Cyclophosphamide+Doxorubicin+Fluorouracil+Paclitaxel)	278	273	0.6349	0.2952
GSE20194	feature_calibration	5	2	pathologic_response	TFAC (Cyclophosphamide+Doxorubicin+Fluorouracil+Paclitaxel)	278	273	0.703	0.3532
GSE20194	feature_calibration	5	3	pathologic_response	TFAC (Cyclophosphamide+Doxorubicin+Fluorouracil+Paclitaxel)	278	273	0.6244	0.2761
GSE20194	feature_calibration	5	4	pathologic_response	TFAC (Cyclophosphamide+Doxorubicin+Fluorouracil+Paclitaxel)	278	273	0.6903	0.3278
GSE20194	feature_calibration	10	0	pathologic_response	TFAC (Cyclophosphamide+Doxorubicin+Fluorouracil+Paclitaxel)	278	268	0.655	0.3029
GSE20194	feature_calibration	10	1	pathologic_response	TFAC (Cyclophosphamide+Doxorubicin+Fluorouracil+Paclitaxel)	278	268	0.608	0.2621
GSE20194	feature_calibration	10	2	pathologic_response	TFAC (Cyclophosphamide+Doxorubicin+Fluorouracil+Paclitaxel)	278	268	0.6267	0.2715
GSE20194	feature_calibration	10	3	pathologic_response	TFAC (Cyclophosphamide+Doxorubicin+Fluorouracil+Paclitaxel)	278	268	0.6896	0.3357
GSE20194	feature_calibration	10	4	pathologic_response	TFAC (Cyclophosphamide+Doxorubicin+Fluorouracil+Paclitaxel)	278	268	0.65	0.3135
GSE20194	feature_calibration	20	0	pathologic_response	TFAC (Cyclophosphamide+Doxorubicin+Fluorouracil+Paclitaxel)	278	258	0.6207	0.2886
GSE20194	feature_calibration	20	1	pathologic_response	TFAC (Cyclophosphamide+Doxorubicin+Fluorouracil+Paclitaxel)	278	258	0.6834	0.3133
GSE20194	feature_calibration	20	2	pathologic_response	TFAC (Cyclophosphamide+Doxorubicin+Fluorouracil+Paclitaxel)	278	258	0.6246	0.2713
GSE20194	feature_calibration	20	3	pathologic_response	TFAC (Cyclophosphamide+Doxorubicin+Fluorouracil+Paclitaxel)	278	258	0.6816	0.3175
GSE20194	feature_calibration	20	4	pathologic_response	TFAC (Cyclophosphamide+Doxorubicin+Fluorouracil+Paclitaxel)	278	258	0.6745	0.3437
GSE20194	nn_finetune	0	0	pathologic_response	TFAC (Cyclophosphamide+Doxorubicin+Fluorouracil+Paclitaxel)	278	278	0.6835	0.4259
GSE20194	nn_finetune	5	0	pathologic_response	TFAC (Cyclophosphamide+Doxorubicin+Fluorouracil+Paclitaxel)	278	273	0.7071	0.4638
GSE20194	nn_finetune	5	1	pathologic_response	TFAC (Cyclophosphamide+Doxorubicin+Fluorouracil+Paclitaxel)	278	273	0.6777	0.4143
GSE20194	nn_finetune	5	2	pathologic_response	TFAC (Cyclophosphamide+Doxorubicin+Fluorouracil+Paclitaxel)	278	273	0.6877	0.4275
GSE20194	nn_finetune	5	3	pathologic_response	TFAC (Cyclophosphamide+Doxorubicin+Fluorouracil+Paclitaxel)	278	273	0.6942	0.4422
GSE20194	nn_finetune	5	4	pathologic_response	TFAC (Cyclophosphamide+Doxorubicin+Fluorouracil+Paclitaxel)	278	273	0.6806	0.4223
GSE20194	nn_finetune	10	0	pathologic_response	TFAC (Cyclophosphamide+Doxorubicin+Fluorouracil+Paclitaxel)	278	268	0.703	0.4444
GSE20194	nn_finetune	10	1	pathologic_response	TFAC (Cyclophosphamide+Doxorubicin+Fluorouracil+Paclitaxel)	278	268	0.7016	0.4619
GSE20194	nn_finetune	10	2	pathologic_response	TFAC (Cyclophosphamide+Doxorubicin+Fluorouracil+Paclitaxel)	278	268	0.7065	0.4496
GSE20194	nn_finetune	10	3	pathologic_response	TFAC (Cyclophosphamide+Doxorubicin+Fluorouracil+Paclitaxel)	278	268	0.6811	0.4267
GSE20194	nn_finetune	10	4	pathologic_response	TFAC (Cyclophosphamide+Doxorubicin+Fluorouracil+Paclitaxel)	278	268	0.6893	0.4413
GSE20194	nn_finetune	20	0	pathologic_response	TFAC (Cyclophosphamide+Doxorubicin+Fluorouracil+Paclitaxel)	278	258	0.6835	0.4343
GSE20194	nn_finetune	20	1	pathologic_response	TFAC (Cyclophosphamide+Doxorubicin+Fluorouracil+Paclitaxel)	278	258	0.7145	0.4805
GSE20194	nn_finetune	20	2	pathologic_response	TFAC (Cyclophosphamide+Doxorubicin+Fluorouracil+Paclitaxel)	278	258	0.6671	0.3996
GSE20194	nn_finetune	20	3	pathologic_response	TFAC (Cyclophosphamide+Doxorubicin+Fluorouracil+Paclitaxel)	278	258	0.7042	0.4273
GSE20194	nn_finetune	20	4	pathologic_response	TFAC (Cyclophosphamide+Doxorubicin+Fluorouracil+Paclitaxel)	278	258	0.6958	0.4261
GSE20271	l1_logistic	0	0	pathologic_response	FAC (Cyclophosphamide+Doxorubicin+Fluorouracil)	178	178	0.7072	0.3489
GSE20271	l1_logistic	5	0	pathologic_response	FAC (Cyclophosphamide+Doxorubicin+Fluorouracil)	178	173	0.7141	0.3324
GSE20271	l1_logistic	5	1	pathologic_response	FAC (Cyclophosphamide+Doxorubicin+Fluorouracil)	178	173	0.7008	0.3353
GSE20271	l1_logistic	5	2	pathologic_response	FAC (Cyclophosphamide+Doxorubicin+Fluorouracil)	178	173	0.7114	0.3315
GSE20271	l1_logistic	5	3	pathologic_response	FAC (Cyclophosphamide+Doxorubicin+Fluorouracil)	178	173	0.7165	0.3345
GSE20271	l1_logistic	5	4	pathologic_response	FAC (Cyclophosphamide+Doxorubicin+Fluorouracil)	178	173	0.7143	0.3491
GSE20271	l1_logistic	10	0	pathologic_response	FAC (Cyclophosphamide+Doxorubicin+Fluorouracil)	178	168	0.701	0.3363
GSE20271	l1_logistic	10	1	pathologic_response	FAC (Cyclophosphamide+Doxorubicin+Fluorouracil)	178	168	0.6976	0.3261
GSE20271	l1_logistic	10	2	pathologic_response	FAC (Cyclophosphamide+Doxorubicin+Fluorouracil)	178	168	0.7021	0.3196
GSE20271	l1_logistic	10	3	pathologic_response	FAC (Cyclophosphamide+Doxorubicin+Fluorouracil)	178	168	0.6903	0.3582
GSE20271	l1_logistic	10	4	pathologic_response	FAC (Cyclophosphamide+Doxorubicin+Fluorouracil)	178	168	0.7074	0.3763
GSE20271	l1_logistic	20	0	pathologic_response	FAC (Cyclophosphamide+Doxorubicin+Fluorouracil)	178	158	0.705	0.3353
GSE20271	l1_logistic	20	1	pathologic_response	FAC (Cyclophosphamide+Doxorubicin+Fluorouracil)	178	158	0.7034	0.3241
GSE20271	l1_logistic	20	2	pathologic_response	FAC (Cyclophosphamide+Doxorubicin+Fluorouracil)	178	158	0.7027	0.3734
GSE20271	l1_logistic	20	3	pathologic_response	FAC (Cyclophosphamide+Doxorubicin+Fluorouracil)	178	158	0.7308	0.3494
GSE20271	l1_logistic	20	4	pathologic_response	FAC (Cyclophosphamide+Doxorubicin+Fluorouracil)	178	158	0.7208	0.3742
GSE20271	feature_calibration	0	0	pathologic_response	FAC (Cyclophosphamide+Doxorubicin+Fluorouracil)	178	178	0.7072	0.3489
GSE20271	feature_calibration	5	0	pathologic_response	FAC (Cyclophosphamide+Doxorubicin+Fluorouracil)	178	173	0.65	0.2445
GSE20271	feature_calibration	5	1	pathologic_response	FAC (Cyclophosphamide+Doxorubicin+Fluorouracil)	178	173	0.7027	0.261
GSE20271	feature_calibration	5	2	pathologic_response	FAC (Cyclophosphamide+Doxorubicin+Fluorouracil)	178	173	0.6678	0.2495
GSE20271	feature_calibration	5	3	pathologic_response	FAC (Cyclophosphamide+Doxorubicin+Fluorouracil)	178	173	0.6597	0.2437
GSE20271	feature_calibration	5	4	pathologic_response	FAC (Cyclophosphamide+Doxorubicin+Fluorouracil)	178	173	0.673	0.2637
GSE20271	feature_calibration	10	0	pathologic_response	FAC (Cyclophosphamide+Doxorubicin+Fluorouracil)	178	168	0.649	0.2463
GSE20271	feature_calibration	10	1	pathologic_response	FAC (Cyclophosphamide+Doxorubicin+Fluorouracil)	178	168	0.626	0.2378
GSE20271	feature_calibration	10	2	pathologic_response	FAC (Cyclophosphamide+Doxorubicin+Fluorouracil)	178	168	0.6573	0.246
GSE20271	feature_calibration	10	3	pathologic_response	FAC (Cyclophosphamide+Doxorubicin+Fluorouracil)	178	168	0.7094	0.3477
GSE20271	feature_calibration	10	4	pathologic_response	FAC (Cyclophosphamide+Doxorubicin+Fluorouracil)	178	168	0.7231	0.3841
GSE20271	feature_calibration	20	0	pathologic_response	FAC (Cyclophosphamide+Doxorubicin+Fluorouracil)	178	158	0.6957	0.3304
GSE20271	feature_calibration	20	1	pathologic_response	FAC (Cyclophosphamide+Doxorubicin+Fluorouracil)	178	158	0.6928	0.2979
GSE20271	feature_calibration	20	2	pathologic_response	FAC (Cyclophosphamide+Doxorubicin+Fluorouracil)	178	158	0.6857	0.3302
GSE20271	feature_calibration	20	3	pathologic_response	FAC (Cyclophosphamide+Doxorubicin+Fluorouracil)	178	158	0.7176	0.3633
GSE20271	feature_calibration	20	4	pathologic_response	FAC (Cyclophosphamide+Doxorubicin+Fluorouracil)	178	158	0.6834	0.2738
GSE20271	nn_finetune	0	0	pathologic_response	FAC (Cyclophosphamide+Doxorubicin+Fluorouracil)	178	178	0.5096	0.1589
GSE20271	nn_finetune	5	0	pathologic_response	FAC (Cyclophosphamide+Doxorubicin+Fluorouracil)	178	173	0.5322	0.1618
GSE20271	nn_finetune	5	1	pathologic_response	FAC (Cyclophosphamide+Doxorubicin+Fluorouracil)	178	173	0.5327	0.1668
GSE20271	nn_finetune	5	2	pathologic_response	FAC (Cyclophosphamide+Doxorubicin+Fluorouracil)	178	173	0.5146	0.1581
GSE20271	nn_finetune	5	3	pathologic_response	FAC (Cyclophosphamide+Doxorubicin+Fluorouracil)	178	173	0.5222	0.1616
GSE20271	nn_finetune	5	4	pathologic_response	FAC (Cyclophosphamide+Doxorubicin+Fluorouracil)	178	173	0.5359	0.1653
GSE20271	nn_finetune	10	0	pathologic_response	FAC (Cyclophosphamide+Doxorubicin+Fluorouracil)	178	168	0.5015	0.1543
GSE20271	nn_finetune	10	1	pathologic_response	FAC (Cyclophosphamide+Doxorubicin+Fluorouracil)	178	168	0.5231	0.1688
GSE20271	nn_finetune	10	2	pathologic_response	FAC (Cyclophosphamide+Doxorubicin+Fluorouracil)	178	168	0.5236	0.1672
GSE20271	nn_finetune	10	3	pathologic_response	FAC (Cyclophosphamide+Doxorubicin+Fluorouracil)	178	168	0.4957	0.1597
GSE20271	nn_finetune	10	4	pathologic_response	FAC (Cyclophosphamide+Doxorubicin+Fluorouracil)	178	168	0.515	0.1661
GSE20271	nn_finetune	20	0	pathologic_response	FAC (Cyclophosphamide+Doxorubicin+Fluorouracil)	178	158	0.4886	0.1438
GSE20271	nn_finetune	20	1	pathologic_response	FAC (Cyclophosphamide+Doxorubicin+Fluorouracil)	178	158	0.5366	0.1761
GSE20271	nn_finetune	20	2	pathologic_response	FAC (Cyclophosphamide+Doxorubicin+Fluorouracil)	178	158	0.4969	0.1632
GSE20271	nn_finetune	20	3	pathologic_response	FAC (Cyclophosphamide+Doxorubicin+Fluorouracil)	178	158	0.4947	0.1648
GSE20271	nn_finetune	20	4	pathologic_response	FAC (Cyclophosphamide+Doxorubicin+Fluorouracil)	178	158	0.476	0.142
GSE21974	l1_logistic	0	0	pathologic_response	Cyclophosphamide+Docetaxel+Epirubicin	57	57	0.4957	0.4323
GSE21974	l1_logistic	5	0	pathologic_response	Cyclophosphamide+Docetaxel+Epirubicin	57	52	0.4375	0.3676
GSE21974	l1_logistic	5	1	pathologic_response	Cyclophosphamide+Docetaxel+Epirubicin	57	52	0.5486	0.4598
GSE21974	l1_logistic	5	2	pathologic_response	Cyclophosphamide+Docetaxel+Epirubicin	57	52	0.4618	0.4102
GSE21974	l1_logistic	5	3	pathologic_response	Cyclophosphamide+Docetaxel+Epirubicin	57	52	0.5191	0.4508
GSE21974	l1_logistic	5	4	pathologic_response	Cyclophosphamide+Docetaxel+Epirubicin	57	52	0.4792	0.405
GSE21974	l1_logistic	10	0	pathologic_response	Cyclophosphamide+Docetaxel+Epirubicin	57	47	0.5062	0.4656
GSE21974	l1_logistic	10	1	pathologic_response	Cyclophosphamide+Docetaxel+Epirubicin	57	47	0.4646	0.422
GSE21974	l1_logistic	10	2	pathologic_response	Cyclophosphamide+Docetaxel+Epirubicin	57	47	0.4854	0.4508
GSE21974	l1_logistic	10	3	pathologic_response	Cyclophosphamide+Docetaxel+Epirubicin	57	47	0.4437	0.3576
GSE21974	l1_logistic	10	4	pathologic_response	Cyclophosphamide+Docetaxel+Epirubicin	57	47	0.4958	0.4321
GSE21974	l1_logistic	20	0	pathologic_response	Cyclophosphamide+Docetaxel+Epirubicin	57	37	0.5733	0.5316
GSE21974	l1_logistic	20	1	pathologic_response	Cyclophosphamide+Docetaxel+Epirubicin	57	37	0.51	0.4412
GSE21974	l1_logistic	20	2	pathologic_response	Cyclophosphamide+Docetaxel+Epirubicin	57	37	0.5467	0.4676
GSE21974	l1_logistic	20	3	pathologic_response	Cyclophosphamide+Docetaxel+Epirubicin	57	37	0.4867	0.4833
GSE21974	l1_logistic	20	4	pathologic_response	Cyclophosphamide+Docetaxel+Epirubicin	57	37	0.5033	0.4934
GSE21974	feature_calibration	0	0	pathologic_response	Cyclophosphamide+Docetaxel+Epirubicin	57	57	0.4957	0.4323
GSE21974	feature_calibration	5	0	pathologic_response	Cyclophosphamide+Docetaxel+Epirubicin	57	52	0.4809	0.4191
GSE21974	feature_calibration	5	1	pathologic_response	Cyclophosphamide+Docetaxel+Epirubicin	57	52	0.559	0.4769
GSE21974	feature_calibration	5	2	pathologic_response	Cyclophosphamide+Docetaxel+Epirubicin	57	52	0.3837	0.2781
GSE21974	feature_calibration	5	3	pathologic_response	Cyclophosphamide+Docetaxel+Epirubicin	57	52	0.5278	0.4408
GSE21974	feature_calibration	5	4	pathologic_response	Cyclophosphamide+Docetaxel+Epirubicin	57	52	0.5208	0.4266
GSE21974	feature_calibration	10	0	pathologic_response	Cyclophosphamide+Docetaxel+Epirubicin	57	47	0.5479	0.456
GSE21974	feature_calibration	10	1	pathologic_response	Cyclophosphamide+Docetaxel+Epirubicin	57	47	0.5146	0.4047
GSE21974	feature_calibration	10	2	pathologic_response	Cyclophosphamide+Docetaxel+Epirubicin	57	47	0.4583	0.3492
GSE21974	feature_calibration	10	3	pathologic_response	Cyclophosphamide+Docetaxel+Epirubicin	57	47	0.4667	0.3728
GSE21974	feature_calibration	10	4	pathologic_response	Cyclophosphamide+Docetaxel+Epirubicin	57	47	0.4979	0.379
GSE21974	feature_calibration	20	0	pathologic_response	Cyclophosphamide+Docetaxel+Epirubicin	57	37	0.6067	0.5666
GSE21974	feature_calibration	20	1	pathologic_response	Cyclophosphamide+Docetaxel+Epirubicin	57	37	0.5	0.3506
GSE21974	feature_calibration	20	2	pathologic_response	Cyclophosphamide+Docetaxel+Epirubicin	57	37	0.4933	0.4083
GSE21974	feature_calibration	20	3	pathologic_response	Cyclophosphamide+Docetaxel+Epirubicin	57	37	0.48	0.3987
GSE21974	feature_calibration	20	4	pathologic_response	Cyclophosphamide+Docetaxel+Epirubicin	57	37	0.4933	0.4165
GSE21974	nn_finetune	0	0	pathologic_response	Cyclophosphamide+Docetaxel+Epirubicin	57	57	0.5413	0.5249
GSE21974	nn_finetune	5	0	pathologic_response	Cyclophosphamide+Docetaxel+Epirubicin	57	52	0.4757	0.4506
GSE21974	nn_finetune	5	1	pathologic_response	Cyclophosphamide+Docetaxel+Epirubicin	57	52	0.526	0.4855
GSE21974	nn_finetune	5	2	pathologic_response	Cyclophosphamide+Docetaxel+Epirubicin	57	52	0.5208	0.5093
GSE21974	nn_finetune	5	3	pathologic_response	Cyclophosphamide+Docetaxel+Epirubicin	57	52	0.5503	0.5392
GSE21974	nn_finetune	5	4	pathologic_response	Cyclophosphamide+Docetaxel+Epirubicin	57	52	0.5642	0.5319
GSE21974	nn_finetune	10	0	pathologic_response	Cyclophosphamide+Docetaxel+Epirubicin	57	47	0.5792	0.5557
GSE21974	nn_finetune	10	1	pathologic_response	Cyclophosphamide+Docetaxel+Epirubicin	57	47	0.6021	0.5878
GSE21974	nn_finetune	10	2	pathologic_response	Cyclophosphamide+Docetaxel+Epirubicin	57	47	0.5104	0.4945
GSE21974	nn_finetune	10	3	pathologic_response	Cyclophosphamide+Docetaxel+Epirubicin	57	47	0.5521	0.5706
GSE21974	nn_finetune	10	4	pathologic_response	Cyclophosphamide+Docetaxel+Epirubicin	57	47	0.5813	0.5836
GSE21974	nn_finetune	20	0	pathologic_response	Cyclophosphamide+Docetaxel+Epirubicin	57	37	0.69	0.7
GSE21974	nn_finetune	20	1	pathologic_response	Cyclophosphamide+Docetaxel+Epirubicin	57	37	0.5633	0.613
GSE21974	nn_finetune	20	2	pathologic_response	Cyclophosphamide+Docetaxel+Epirubicin	57	37	0.5133	0.4478
GSE21974	nn_finetune	20	3	pathologic_response	Cyclophosphamide+Docetaxel+Epirubicin	57	37	0.5767	0.5643
GSE21974	nn_finetune	20	4	pathologic_response	Cyclophosphamide+Docetaxel+Epirubicin	57	37	0.51	0.5377
